"Date","Time","pm25","temperature_2m","relative_humidity_2m","precipitation","surface_pressure","wind_speed_10m","wind_direction_10m"
2024-03-26,"20:00:00",15.59,7.5,78,0.5,973.8,11.6,54
2024-03-26,"21:00:00",16.722,6.7,83,1,973.2,11.5,41
2024-03-26,"22:00:00",17.901,6.4,85,0.2,972.9,12.5,39
2024-03-26,"23:00:00",20.33,6.1,88,0.4,971.9,11,52
2024-03-27,"01:00:00",26.085,5.9,92,1.6,969.7,9.6,34
2024-03-27,"02:00:00",23.16,5.8,82,2.1,968.7,7.1,75
2024-03-27,"03:00:00",16.84,5.4,83,0.7,969.6,3.4,342
2024-03-27,"04:00:00",13.42,5.2,86,0.1,967.8,2,315
2024-03-27,"05:00:00",2.099,5.1,86,0,967.9,4.2,149
2024-03-27,"06:00:00",1.226,5.1,89,0,966.8,6.5,180
2024-03-27,"07:00:00",2.264,5.4,87,0,966.3,9,157
2024-03-27,"08:00:00",4.363,6.8,83,0,966.4,11.2,182
2024-03-27,"09:00:00",4.057,7.9,73,0,967.8,15.8,180
2024-03-27,"10:00:00",4.104,9.1,64,0,967,18.5,172
2024-03-27,"11:00:00",3.821,9.9,57,0,967,23.3,171
2024-03-27,"12:00:00",3.805,9.7,67,0,966.3,20.8,166
2024-03-27,"13:00:00",2.17,9.4,70,0.4,966.6,21,167
2024-03-27,"14:00:00",0.991,8.6,66,0.4,966.7,20.6,184
2024-03-27,"15:00:00",2.524,9.2,58,0,966.5,18,180
2024-03-27,"16:00:00",3.184,9.9,52,0,966.7,18.1,187
2024-03-27,"17:00:00",3.09,9.1,59,0,967.4,18.4,179
2024-03-27,"18:00:00",2.075,7.2,76,0,967.4,15.6,161
2024-03-27,"19:00:00",2.877,6.8,78,0,968.5,13.6,169
2024-03-27,"20:00:00",3.821,6.1,79,0,968.6,12.2,161
2024-03-27,"21:00:00",4.575,5.4,82,0,969,10,142
2024-03-27,"22:00:00",5.094,5.1,86,0,968.9,7.2,143
2024-03-27,"23:00:00",5.236,4.5,90,0,968.2,5.4,110
2024-03-28,"01:00:00",5.283,3.9,88,0,966.1,9.1,83
2024-03-28,"02:00:00",4.859,4.1,92,0,965.5,8.6,92
2024-03-28,"03:00:00",6.061,5,95,0,964.9,13.4,98
2024-03-28,"04:00:00",6.533,5.6,92,0,963.1,17.4,108
2024-03-28,"05:00:00",7.193,6.1,90,0.2,962.6,18.3,110
2024-03-28,"06:00:00",5.943,6.1,88,1.3,961.3,22.4,127
2024-03-28,"07:00:00",2.948,6.3,85,0.3,961.7,18.9,156
2024-03-28,"08:00:00",1.156,5.7,75,0,963.4,20,194
2024-03-28,"09:00:00",1.108,6.6,69,0,964.8,19.2,203
2024-03-28,"10:00:00",1.792,7.5,65,0,965.7,18.1,185
2024-03-28,"11:00:00",2.288,8.5,55,0,966,19.4,170
2024-03-28,"12:00:00",2.5,9.6,55,0,965.5,19.6,154
2024-03-28,"13:00:00",2.429,10.5,51,0,964.1,19.8,151
2024-03-28,"14:00:00",2.995,9.2,65,0.4,963.6,22.4,143
2024-03-28,"15:00:00",1.722,7.8,71,1.3,963.9,23.9,146
2024-03-28,"16:00:00",1.321,7.6,74,0,962.6,25.3,152
2024-03-28,"17:00:00",1.769,7.8,82,0.3,962,18.1,137
2024-03-28,"18:00:00",2.618,8.3,84,0.5,961.4,17.7,147
2024-03-28,"19:00:00",3.491,8,88,2.5,960.1,13.7,153
2024-03-28,"20:00:00",4.175,8.1,82,1.2,960.5,17.3,181
2024-03-28,"21:00:00",2.571,7.6,86,0,961.8,15.3,188
2024-03-28,"22:00:00",2.712,7.7,85,0,962.4,15.4,196
2024-03-28,"23:00:00",1.439,8,81,0,964,18.6,224
2024-03-29,"01:00:00",2.005,6.4,74,0,967.6,19.2,240
2024-03-29,"02:00:00",2.359,5.6,80,0,969,14,209
2024-03-29,"03:00:00",2.972,5.6,83,0,969.4,14.8,214
2024-03-29,"04:00:00",2.972,5.1,85,0,970.3,10.7,192
2024-03-29,"05:00:00",3.137,4.5,89,0,971,10.1,197
2024-03-29,"06:00:00",3.184,4.3,91,0,971.3,9.1,187
2024-03-29,"07:00:00",5.519,4.7,91,0,970.9,7.6,175
2024-03-29,"08:00:00",4.976,6.3,86,0,971.5,14.5,186
2024-03-29,"09:00:00",4.222,7.6,80,0,971.8,16.9,182
2024-03-29,"10:00:00",2.736,8.8,74,0,972.5,18.3,190
2024-03-29,"11:00:00",1.887,10.3,70,0,972.6,17.3,192
2024-03-29,"12:00:00",1.91,11.6,61,0,972.8,17.6,203
2024-03-29,"13:00:00",2.075,12.2,56,0,972.5,19.2,197
2024-03-29,"14:00:00",1.698,12.8,50,0,973,21.7,199
2024-03-29,"15:00:00",2.972,12.5,57,0,973.2,21.7,192
2024-03-29,"16:00:00",3.278,11.1,71,0.1,973.7,22.3,201
2024-03-29,"17:00:00",1.887,10.6,73,0.1,974,18,196
2024-03-29,"18:00:00",2.524,9.7,75,0,975.1,17.7,193
2024-03-29,"19:00:00",2.476,8.8,79,0,975.6,12.6,193
2024-03-29,"20:00:00",2.429,8.2,80,0,976.4,15.5,193
2024-03-29,"21:00:00",3.302,7.8,82,0,977.1,15.2,194
2024-03-29,"22:00:00",4.528,7.4,84,0,978.5,14.3,190
2024-03-29,"23:00:00",4.151,7.1,85,0,979.1,13.1,189
2024-03-30,"01:00:00",3.184,6.4,91,0,980,8.3,182
2024-03-30,"02:00:00",3.16,6.1,91,0,980.3,7.6,180
2024-03-30,"03:00:00",4.929,5.8,91,0,980.9,7.6,185
2024-03-30,"04:00:00",5.66,5.7,91,0,980.9,8,188
2024-03-30,"05:00:00",7.288,5.6,90,0,981.2,10.4,200
2024-03-30,"06:00:00",6.981,5.5,90,0,981.2,10.4,200
2024-03-30,"07:00:00",5.991,5.7,88,0,981.8,12.1,210
2024-03-30,"08:00:00",6.109,6.7,81,0,982.1,11.3,207
2024-03-30,"09:00:00",5.542,8.1,72,0,983,10.1,178
2024-03-30,"10:00:00",4.882,9.7,61,0,983.1,11.8,203
2024-03-30,"11:00:00",3.986,10.7,53,0,983.4,12.2,208
2024-03-30,"12:00:00",3.255,12,47,0,983.8,13.8,200
2024-03-30,"13:00:00",2.972,12.3,47,0,983.3,13.4,194
2024-03-30,"14:00:00",3.019,12.5,47,0,983.7,13.5,196
2024-03-30,"15:00:00",2.807,13,46,0,983.7,12.4,190
2024-03-30,"16:00:00",2.807,13.3,45,0,984,10.9,186
2024-03-30,"17:00:00",3.302,13,50,0,984.5,8.1,159
2024-03-30,"18:00:00",4.127,12.2,51,0,984.6,5.9,169
2024-03-30,"19:00:00",5.33,11.3,57,0,985.8,3.8,139
2024-03-30,"20:00:00",13.255,10.3,64,0,985.9,2.6,146
2024-03-30,"21:00:00",19.316,8.7,73,0,985.9,1.8,191
2024-03-30,"22:00:00",20.755,7.4,80,0,986.1,2,225
2024-03-30,"23:00:00",24.528,6.6,82,0,986.3,0.7,180
2024-03-31,"01:00:00",15.755,5.4,89,0,986.9,2.2,81
2024-03-31,"02:00:00",17.877,4.8,92,0,986.9,1.8,360
2024-03-31,"03:00:00",15.094,4.6,94,0,986.8,3,346
2024-03-31,"04:00:00",13.231,4,98,0,986.8,2.5,360
2024-03-31,"05:00:00",11.344,3.2,100,0,986.9,1.4,360
2024-03-31,"06:00:00",10.896,3.4,100,0,986.4,2.2,351
2024-03-31,"07:00:00",10.613,3.9,100,0,986.7,3.5,336
2024-03-31,"08:00:00",13.561,5.3,94,0,987.5,6.2,54
2024-03-31,"09:00:00",22.052,6.4,87,0,986.9,10.6,72
2024-03-31,"10:00:00",16.863,7.9,78,0,987.1,12.6,93
2024-03-31,"11:00:00",10.613,10,69,0,986.6,12.9,77
2024-03-31,"12:00:00",10.495,11.5,60,0,985.6,18.4,92
2024-03-31,"13:00:00",4.175,11.3,63,0,985.2,18.4,90
2024-03-31,"14:00:00",2.854,10.5,68,0,984.8,18.1,83
2024-03-31,"15:00:00",3.75,9.5,75,0,985.1,17.2,70
2024-03-31,"16:00:00",4.458,8.9,77,0,984.7,15.8,66
2024-03-31,"17:00:00",6.415,8.1,79,0,984.5,17.2,70
2024-03-31,"18:00:00",6.085,7.2,86,0,984.6,16.6,66
2024-03-31,"19:00:00",13.231,6.6,88,0,984,14.8,49
2024-03-31,"20:00:00",7.689,6.3,90,0,984.3,13,42
2024-03-31,"21:00:00",7.359,6.2,91,0,984.2,12.6,31
2024-03-31,"22:00:00",6.415,6.2,93,0,983.6,11.8,38
2024-03-31,"23:00:00",5.519,6.3,94,0,983,13.3,33
2024-04-01,"01:00:00",4.363,6.5,94,0,981.7,11.5,14
2024-04-01,"02:00:00",5.425,6.5,93,0.7,981.6,10.3,29
2024-04-01,"03:00:00",4.929,6.4,92,1.9,980.9,11.1,29
2024-04-01,"04:00:00",3.703,6.5,93,0.7,981.3,7.8,22
2024-04-01,"05:00:00",2.075,6.4,95,2.9,981.1,6.4,16
2024-04-01,"06:00:00",0.967,6.4,94,1.3,980.9,8,5
2024-04-01,"07:00:00",1.132,6.5,91,0.3,981.1,8.4,7
2024-04-01,"08:00:00",2.288,6.7,91,0.1,981.4,6.9,351
2024-04-01,"09:00:00",2.524,7.1,89,0,982,7.9,16
2024-04-01,"10:00:00",2.264,7.5,84,0,982.5,7.3,11
2024-04-01,"11:00:00",2.618,7.7,85,0,982.5,7.9,24
2024-04-01,"12:00:00",3.632,8,82,0.7,983,5.8,338
2024-04-01,"13:00:00",5.071,9.2,73,0,983,1.6,207
2024-04-01,"14:00:00",5.566,10.4,68,0,982.8,9.6,193
2024-04-01,"15:00:00",5.731,10.9,63,0,983,9.7,202
2024-04-01,"16:00:00",4.623,11.4,64,0.1,982.9,8.8,192
2024-04-01,"17:00:00",2.359,11.3,65,0,983.1,11.6,206
2024-04-01,"18:00:00",2.972,10.6,69,0,982.8,8.2,229
2024-04-01,"19:00:00",3.585,9.4,78,0.1,984.7,6.8,198
2024-04-01,"20:00:00",3.396,8.6,86,1.4,984.9,4.5,209
2024-04-01,"21:00:00",6.014,8,85,0,985.2,3.2,180
2024-04-01,"22:00:00",9.929,6.9,90,0,985.4,3.8,197
2024-04-01,"23:00:00",9.693,6.1,93,0,985.3,3.3,193
2024-04-02,"01:00:00",6.627,5.5,94,0,985.6,2.7,203
2024-04-02,"02:00:00",6.156,5.1,95,0,986.4,2.3,198
2024-04-02,"03:00:00",6.816,4.8,97,0,986.6,2.9,210
2024-04-02,"04:00:00",7.783,4.7,97,0,986.9,2.1,239
2024-04-02,"05:00:00",9.434,4.5,98,0,987.4,3.2,243
2024-04-02,"06:00:00",13.797,5.3,96,0,988.1,2.5,225
2024-04-02,"07:00:00",12.076,5.9,94,0,988.6,1.5,166
2024-04-02,"08:00:00",10.613,7.7,89,0,989.5,0.8,153
2024-04-02,"09:00:00",11.392,10.4,72,0,990.3,6.6,283
2024-04-02,"10:00:00",8.255,11.5,63,0,990.9,9.5,259
2024-04-02,"11:00:00",6.368,12.3,58,0,991,11.6,254
2024-04-02,"12:00:00",3.42,12.1,60,0,991.2,11.8,243
2024-04-02,"13:00:00",4.906,12.4,56,0,991.4,12.3,232
2024-04-02,"14:00:00",5.33,12.8,55,0,991.3,11.8,218
2024-04-02,"15:00:00",3.349,12.8,54,0,991.4,12.7,209
2024-04-02,"16:00:00",2.689,12.7,57,0,991,9.5,189
2024-04-02,"17:00:00",4.057,12.6,57,0,990.5,10.2,170
2024-04-02,"18:00:00",4.104,11.9,60,0,990.4,5.8,150
2024-04-02,"19:00:00",4.34,11,68,0,990.3,7,145
2024-04-02,"20:00:00",4.528,10,79,0.9,990.4,6.6,151
2024-04-02,"21:00:00",4.198,9.5,85,1.1,990.6,7.4,141
2024-04-02,"22:00:00",4.198,9.1,87,0.1,988.9,8.2,113
2024-04-02,"23:00:00",2.571,8.7,89,0.8,988,10.7,110
2024-04-03,"01:00:00",2.807,8.5,92,0,987.4,10,128
2024-04-03,"02:00:00",3.16,8.4,95,0.6,986.5,6,107
2024-04-03,"03:00:00",2.665,8.7,97,0.8,985.5,8.4,133
2024-04-03,"04:00:00",3.113,9.3,95,0.3,985.2,8.7,138
2024-04-03,"05:00:00",2.995,9.7,95,0,984.5,10.4,160
2024-04-03,"06:00:00",4.528,10.1,94,0,983.6,9.2,154
2024-04-03,"07:00:00",5.425,10.7,88,0,982.6,12.3,183
2024-04-03,"08:00:00",5.448,11.1,86,0,982.8,12.6,182
2024-04-03,"09:00:00",4.363,11.1,83,0.2,983.3,11.3,187
2024-04-03,"10:00:00",2.901,12.2,71,0,983.6,14.4,202
2024-04-03,"11:00:00",1.958,11.3,82,0.1,983.5,11.8,200
2024-04-03,"12:00:00",1.84,12.6,74,0.8,982.6,13.7,210
2024-04-03,"13:00:00",1.344,12.6,77,1.2,983.6,12.3,220
2024-04-03,"14:00:00",0.92,12.1,77,0,984.4,18.2,243
2024-04-03,"15:00:00",1.179,11.6,74,0,985.4,26.6,257
2024-04-03,"16:00:00",1.698,11,73,0,986.4,23,260
2024-04-03,"17:00:00",1.722,10.3,72,0,987,23.3,262
2024-04-03,"18:00:00",1.745,9.2,71,0,987.1,29.9,260
2024-04-03,"19:00:00",2.382,8.6,74,0,988.1,28.1,254
2024-04-03,"20:00:00",3.137,8.3,77,0,989.1,26.3,248
2024-04-03,"21:00:00",5.236,8.1,79,0,989.8,20.1,243
2024-04-03,"22:00:00",5.071,7.9,82,0,989.7,15.1,237
2024-04-03,"23:00:00",5.094,7.7,85,0,989.5,10.2,222
2024-04-04,"01:00:00",5.401,7.6,86,0.4,988.4,8.4,205
2024-04-04,"02:00:00",5.873,7.6,89,0.4,988.1,6.3,193
2024-04-04,"03:00:00",6.014,7.4,91,0.4,987.1,5.8,187
2024-04-04,"04:00:00",4.976,7.4,91,1.4,986.9,3.2,207
2024-04-04,"05:00:00",3.632,7.3,90,1.5,987,3.3,186
2024-04-04,"06:00:00",2.83,7.5,84,0.4,987.7,4.1,218
2024-04-04,"07:00:00",2.783,7.5,89,1.1,987.3,6.1,3
2024-04-04,"08:00:00",5.047,6.8,87,0,988.1,9.4,356
2024-04-04,"09:00:00",5.047,6.9,86,0,989.6,8,5
2024-04-04,"10:00:00",5.142,7.3,82,0,990.1,6.5,3
2024-04-04,"11:00:00",7.335,7.8,80,0,991,4.7,23
2024-04-04,"12:00:00",6.085,7.9,81,0,991.2,2.6,74
2024-04-04,"13:00:00",7.736,8.5,79,0,991.5,3.4,58
2024-04-04,"14:00:00",10.165,10,74,0,991,5.7,145
2024-04-04,"15:00:00",9.741,10.2,70,0,991.3,8.1,103
2024-04-04,"16:00:00",9.387,10.6,70,0,991.3,7.1,131
2024-04-04,"17:00:00",9.41,9.9,79,0,990.9,10,116
2024-04-04,"18:00:00",10.236,9.3,84,0.1,992.4,6.6,61
2024-04-04,"19:00:00",12.099,8.9,89,2,992.2,3.3,283
2024-04-04,"20:00:00",12.995,8.6,93,1.3,992.2,5.5,58
2024-04-04,"21:00:00",13.703,8.1,96,1.7,993,3.9,56
2024-04-04,"22:00:00",14.717,8.2,98,1.4,991.3,3.3,77
2024-04-04,"23:00:00",14.009,8.7,98,1.5,990.1,3.2,117
2024-04-05,"01:00:00",10.165,10.5,93,1.4,988.4,13.6,169
2024-04-05,"02:00:00",2.594,11.2,90,1.4,987.3,16.9,179
2024-04-05,"03:00:00",2.524,12,83,0.6,986.4,20.8,190
2024-04-05,"04:00:00",3.797,12.3,78,0.1,985.4,24.7,199
2024-04-05,"05:00:00",2.901,12.2,81,0,984.9,20.6,199
2024-04-05,"06:00:00",2.123,11.9,82,0,984.7,18,196
2024-04-05,"07:00:00",1.981,11.8,85,1.1,984.3,17.4,198
2024-04-05,"08:00:00",1.486,12,84,0.4,985.3,16.6,207
2024-04-05,"09:00:00",3.184,13.6,70,0,986.1,26.5,227
2024-04-05,"10:00:00",4.481,14.4,65,0,985.9,28,225
2024-04-05,"11:00:00",5.307,15.2,61,0,986.9,24.9,225
2024-04-05,"12:00:00",4.693,16.3,55,0,987.3,27.5,222
2024-04-05,"13:00:00",4.882,16.8,54,0,987.7,29.8,223
2024-04-05,"14:00:00",5.778,17,55,0,987.7,27.5,222
2024-04-05,"15:00:00",7.123,16.5,55,0,988.5,32.6,222
2024-04-05,"16:00:00",7.005,16.2,57,0,989.1,29.6,221
2024-04-05,"17:00:00",7.524,15.3,62,0,989.2,23.6,218
2024-04-05,"18:00:00",7.877,14.1,63,0,990.4,21.6,206
2024-04-05,"19:00:00",8.632,13.1,71,0,991.1,17.6,195
2024-04-05,"20:00:00",11.604,12.6,78,0,991.6,13.7,180
2024-04-05,"21:00:00",8.939,12.6,79,0,991.5,14.6,190
2024-04-05,"22:00:00",9.528,12.1,82,0.6,992,15.5,185
2024-04-05,"23:00:00",10.542,11.8,85,0.4,991.8,14.9,172
2024-04-06,"01:00:00",5.802,11.5,86,0.7,990.7,18.7,169
2024-04-06,"02:00:00",6.25,11.6,87,1.3,990.3,19.1,168
2024-04-06,"03:00:00",5.495,12,90,0.7,989.4,17.3,168
2024-04-06,"04:00:00",5.401,12.1,89,0,989.1,16.8,171
2024-04-06,"05:00:00",4.835,12.2,89,0,987.7,12.7,173
2024-04-06,"06:00:00",4.387,12.3,86,0,985.4,10.3,168
2024-04-06,"07:00:00",4.387,12.9,80,0,984.6,14.3,170
2024-04-06,"08:00:00",4.882,14.2,75,0,984.9,19.3,171
2024-04-06,"09:00:00",5.92,15.5,71,0,984.9,24.9,178
2024-04-06,"10:00:00",6.84,16.7,67,0,984,24.5,177
2024-04-06,"11:00:00",6.722,18.3,60,0,984.3,31.7,201
2024-04-06,"12:00:00",5.896,18.6,58,0,983.8,29,200
2024-04-06,"13:00:00",5.495,17.8,56,0,984.4,30.9,205
2024-04-06,"14:00:00",4.575,17.6,56,0,985,31.3,204
2024-04-06,"15:00:00",4.528,17,55,0,985.3,33.8,208
2024-04-06,"16:00:00",4.764,16.6,57,0,985.5,33,207
2024-04-06,"17:00:00",5.731,15.8,61,0,985.4,30.6,205
2024-04-06,"18:00:00",5.778,14.8,65,0,985,28.9,190
2024-04-06,"19:00:00",6.745,13.8,70,0,985.9,27.9,186
2024-04-06,"20:00:00",7.783,13.4,73,0,985.7,27.1,184
2024-04-06,"21:00:00",6.061,13,75,0,985.1,29.3,186
2024-04-06,"22:00:00",1.392,12.7,77,0.1,985.4,30.2,203
2024-04-06,"23:00:00",0.896,11.9,73,0,985.8,27.5,207
2024-04-07,"01:00:00",3.443,10.6,70,0,986.8,29,208
2024-04-07,"02:00:00",2.359,10.2,70,0,988.4,27.2,209
2024-04-07,"03:00:00",2.925,9.9,71,0,988.6,24.6,205
2024-04-07,"04:00:00",4.269,9.6,72,0,988.9,25.7,202
2024-04-07,"05:00:00",5.566,9.4,71,0,989.4,25.4,198
2024-04-07,"06:00:00",6.792,9.7,74,0,988.4,26.7,190
2024-04-07,"07:00:00",7.052,10.3,73,0,988.9,29.3,194
2024-04-07,"08:00:00",6.392,10.9,72,0,989.5,30,200
2024-04-07,"09:00:00",3.42,12.2,66,0,990.2,35.8,212
2024-04-07,"10:00:00",5.896,13.2,61,0,990.8,35.7,215
2024-04-07,"11:00:00",4.316,14.2,56,0,990.9,35.7,214
2024-04-07,"12:00:00",5.495,15,53,0,990.8,35.4,211
2024-04-07,"13:00:00",5.33,14.2,68,0.1,991.3,29.8,205
2024-04-07,"14:00:00",4.127,14,71,0.3,991,28.3,206
2024-04-07,"15:00:00",2.476,14.1,65,0.1,990.8,35.3,212
2024-04-07,"16:00:00",3.137,13.4,74,0.3,991.3,28.7,210
2024-04-07,"17:00:00",2.807,12.5,76,0.9,991.2,27,214
2024-04-07,"18:00:00",2.146,12.2,77,0.2,991.1,28.2,208
2024-04-07,"19:00:00",1.557,11.9,78,0,991.8,27.5,207
2024-04-07,"20:00:00",1.934,11.6,78,0,992.8,27.2,209
2024-04-07,"21:00:00",2.901,11.5,82,0,993,24.7,209
2024-04-07,"22:00:00",2.877,11.3,82,0,993.5,18.7,203
2024-04-07,"23:00:00",3.396,11.1,82,0,993.6,13.9,197
2024-04-08,"01:00:00",2.901,10.7,83,0,993.2,14.1,199
2024-04-08,"02:00:00",3.443,10.4,85,0,993.4,13.7,207
2024-04-08,"03:00:00",2.783,10.2,89,0,993.1,9.4,184
2024-04-08,"04:00:00",1.25,10.3,90,0.3,992.3,10.8,182
2024-04-08,"05:00:00",2.17,10.5,90,0.4,992.2,12.6,175
2024-04-08,"06:00:00",5,10.5,89,0.4,993.4,9.7,178
2024-04-08,"07:00:00",7.052,11.2,83,0,993.3,15.6,199
2024-04-08,"08:00:00",5.708,11.7,79,0,993.4,17,201
2024-04-08,"09:00:00",4.34,12.2,74,0,992.9,14.5,194
2024-04-08,"10:00:00",7.335,13.1,69,0,992.5,14.3,192
2024-04-08,"11:00:00",7.028,13.6,65,0,992.4,15.2,185
2024-04-08,"12:00:00",6.533,13.8,66,0,992.1,14.5,173
2024-04-08,"13:00:00",6.533,14.6,59,0,991.8,15.5,180
2024-04-08,"14:00:00",6.58,14.9,55,0,991.2,18.1,175
2024-04-08,"15:00:00",5.708,13.3,67,0.5,991.4,12.3,177
2024-04-08,"16:00:00",5.354,13.1,69,0.2,990.4,4.8,117
2024-04-08,"17:00:00",6.698,13.3,70,0,989.9,9.7,112
2024-04-08,"18:00:00",6.792,13.3,68,0.2,988.9,6.6,103
2024-04-08,"19:00:00",6.651,12.6,73,0.1,988.9,8.3,88
2024-04-08,"20:00:00",8.349,12.5,73,0,988.4,8.2,105
2024-04-08,"21:00:00",9.127,10.8,87,1.8,988.5,5.4,98
2024-04-08,"22:00:00",7.076,10.7,88,3.5,987.2,4.2,110
2024-04-08,"23:00:00",8.231,10.9,88,0,986.5,4.1,142
2024-04-09,"01:00:00",4.127,10.3,75,0,986.7,15.5,193
2024-04-09,"02:00:00",4.363,9.2,74,0,986.3,12.9,193
2024-04-09,"03:00:00",4.953,8.7,73,0,985.3,9.2,191
2024-04-09,"04:00:00",5.212,8.5,77,0,984.9,2.8,130
2024-04-09,"05:00:00",5.142,8.4,79,0.1,984.7,3.8,49
2024-04-09,"06:00:00",4.835,8.3,84,0.4,984.8,3.9,68
2024-04-09,"07:00:00",4.693,8.3,84,0,985.2,3.3,354
2024-04-09,"08:00:00",4.599,8.9,80,0.3,985.6,8.4,280
2024-04-09,"09:00:00",4.292,11.2,62,0,986.8,15.5,270
2024-04-09,"10:00:00",2.571,9.3,68,0,988.1,23.9,282
2024-04-09,"11:00:00",0.542,7.6,73,0.7,989.5,26.2,283
2024-04-09,"12:00:00",0.613,8.5,71,1.2,991.1,26.4,290
2024-04-09,"13:00:00",0.896,9.4,68,0.6,992.2,32.2,290
2024-04-09,"14:00:00",1.958,9.6,68,0.5,993.8,29.2,286
2024-04-09,"15:00:00",1.698,9.6,66,0.1,995.7,30,283
2024-04-09,"16:00:00",3.137,9.3,67,0,997,29.4,282
2024-04-09,"17:00:00",4.41,9.4,64,0,998.9,28.8,283
2024-04-09,"18:00:00",5.613,8.9,64,0,1000.9,27.4,284
2024-04-09,"19:00:00",5.802,8.2,61,0,1002.2,27.7,283
2024-04-09,"20:00:00",5.873,7.8,62,0,1004.1,25.1,282
2024-04-09,"21:00:00",5.778,7.5,63,0,1005.7,22.3,284
2024-04-09,"22:00:00",5.708,7.1,68,0,1007.1,14.1,285
2024-04-09,"23:00:00",5.613,6.8,72,0,1007.8,10.3,282
2024-04-10,"01:00:00",5.33,6.4,72,0,1009.1,4.8,228
2024-04-10,"02:00:00",5.825,5.7,78,0,1010.1,6.9,208
2024-04-10,"03:00:00",5.943,5,80,0,1009.5,6.9,189
2024-04-10,"04:00:00",4.599,4.9,76,0,1010.7,7.4,194
2024-04-10,"05:00:00",4.151,4.8,77,0,1011.4,6.5,199
2024-04-10,"06:00:00",4.717,4.6,84,0,1011.2,8.6,182
2024-04-10,"07:00:00",4.505,5.5,85,0,1011.2,9.7,182
2024-04-10,"08:00:00",5.024,7.6,74,0,1011.3,15.6,203
2024-04-10,"09:00:00",4.623,8.7,72,0,1011.5,15.4,191
2024-04-10,"10:00:00",4.953,9.5,74,0,1011.2,16.2,183
2024-04-10,"11:00:00",5.472,10,73,0,1010,20.1,189
2024-04-10,"12:00:00",3.75,10.4,76,0.6,1009.6,21.4,187
2024-04-10,"13:00:00",3.113,10.4,81,1.3,1009.3,24.3,192
2024-04-10,"14:00:00",2.288,10.7,81,0.8,1008.2,27.9,197
2024-04-10,"15:00:00",2.028,11.3,82,0,1007.9,24.1,197
2024-04-10,"16:00:00",2.759,11.3,87,0,1007.5,22.3,198
2024-04-10,"17:00:00",2.123,11.5,88,0,1006.5,26.3,209
2024-04-10,"18:00:00",1.533,11.7,90,0,1006.1,27.7,212
2024-04-10,"19:00:00",1.604,12.1,90,0,1007.1,23.1,211
2024-04-10,"20:00:00",1.462,12.6,88,0,1007.7,16.6,202
2024-04-10,"21:00:00",1.085,13,85,0,1008.2,18.5,204
2024-04-10,"22:00:00",0.708,13.1,85,0,1008.6,18.7,218
2024-04-10,"23:00:00",0.613,13.3,84,0,1008.6,18.2,231
2024-04-11,"01:00:00",0.33,13.5,84,0,1009.7,16.4,232
2024-04-11,"02:00:00",0.354,13.1,85,0,1010.4,15.5,226
2024-04-11,"03:00:00",0.448,13.1,84,0,1009.8,17,234
2024-04-11,"04:00:00",0.495,13,84,0,1011.1,14.6,232
2024-04-11,"05:00:00",0.825,12.9,84,0,1011.6,13.3,232
2024-04-11,"06:00:00",1.486,13.2,84,0,1013.2,12.6,233
2024-04-11,"07:00:00",1.934,13.5,81,0,1013.5,11.8,239
2024-04-11,"08:00:00",2.241,14.6,77,0,1014.4,12.4,244
2024-04-11,"09:00:00",2.972,15.3,68,0,1015.5,14.8,244
2024-04-11,"10:00:00",3.703,16,64,0,1016,14.6,250
2024-04-11,"11:00:00",3.774,16.9,58,0,1016.2,15.8,243
2024-04-11,"12:00:00",3.396,17.3,59,0,1016.2,14.8,231
2024-04-11,"13:00:00",3.585,17.8,57,0,1016.4,16.1,231
2024-04-11,"14:00:00",4.245,17.9,55,0,1016.3,15.9,231
2024-04-11,"15:00:00",4.104,18.8,51,0,1015.2,16.8,227
2024-04-11,"16:00:00",2.571,17.9,58,0,1015.2,16.4,230
2024-04-11,"17:00:00",2.453,17.3,60,0,1014.9,15.5,228
2024-04-11,"18:00:00",2.736,16.7,70,0,1014.3,14,209
2024-04-11,"19:00:00",1.981,15.7,80,0.2,1015,16.3,205
2024-04-11,"20:00:00",2.453,15.4,82,0,1015.1,15.8,210
2024-04-11,"21:00:00",2.311,14.9,83,0,1014.3,17.4,207
2024-04-11,"22:00:00",0.778,14.7,82,0,1014.4,16.5,212
2024-04-11,"23:00:00",1.486,14.3,80,0,1014,17.2,209
2024-04-12,"01:00:00",2.359,13.4,79,0,1013.7,17.1,221
2024-04-12,"02:00:00",2.382,13,76,0,1014.3,13.8,221
2024-04-12,"03:00:00",1.321,12.4,76,0,1013.3,12.3,212
2024-04-12,"04:00:00",0.613,11.9,75,0,1013.7,10.5,207
2024-04-12,"05:00:00",0.519,11.4,76,0,1013.8,8.1,201
2024-04-12,"06:00:00",0.778,10.4,77,0,1014.5,9.2,211
2024-04-12,"07:00:00",1.156,11.1,76,0,1014.2,11.3,207
2024-04-12,"08:00:00",2.712,12,71,0,1014.7,16.6,222
2024-04-12,"09:00:00",4.127,12.8,70,0,1014.7,17.3,222
2024-04-12,"10:00:00",4.528,13.7,68,0,1014.9,17.3,222
2024-04-12,"11:00:00",5.354,14.9,65,0,1014.7,18.3,227
2024-04-12,"12:00:00",5.425,15.6,61,0,1014.8,17.3,227
2024-04-12,"13:00:00",5.307,16.4,56,0,1014.4,16.8,227
